Review,Status
"
            Часто с девчонками в выходные собираемся посидеть, с универа дружим и уже свои семьи, но традициям не изменяем, зависаем у каждой по очереди. Но какие посиделки без вкусняшек? Естественно заказываем еду, обычно выбираем сэты, что бы много и всем...                            читать
                    полностью
",1
"
            Опоздание на 1 секунду 2 стоимости заказа. Забыл что-то от заказа 2 стоимости заказа. Такая система штрафов в Империи пиццы для курьеров, поваров, администраторов. Деньги идут руководству Империи пиццы.                    ",1
"
            Меня порадовали цены, потому что для нормальной пиццы это немного. В пределах 600 р. стоит пицца на 26 см. Хорошая цена и хорошая пицца.                    ",1
"
            Твистер, бокс мастер, картошка и острые крылышки - все, что нужно для счастья! А! Погодите! Кола! Здесь меня все устраивает.                    ",1
 2. 01. 2022. Посетили Макдональдс и остались не очень довольны. Чтоб сделать заказ На кассе кассира не было. Заказ ждали минут 30. В итоге пошли уже спрашивать почему так долго. Только после этого принесли заказ как поругались с менеджером через 2...  читать  полностью ,0
"
            Добрый день. Я хотел бы поблагодарить весь персонал ресторана KFS за прекрасное обслуживание гостеприимство оперативное реагирование и очень здесь вкусно все готовят я уже длительное время приобретаю обеды только у них. А также отдельную...                            читать
                    полностью
",1
"
            Обожаем ""Шишас Хэппи бар"", по четвергам, пятницам и субботам, за танцы на барной стойке, за полный танцпол, улыбки, хорошее обслуживание! Никто и никогда не выразит недовольства, прекрасная обстановка для отдыха и максимум удовольствия!                    ",1
"
            Часто ходим в Грабли с женой послушать живую музыку. Поют музыканты на славу и очень душевная атмосфера - такая ностальгия, молодость вспоминается и наши первые свидания, как раз на даче проходили, а там обстановка очень дачная. Она любит здешние...                            читать
                    полностью
",1
"
            По разным причинам несколько лет не получалось сюда заглядывать! А вот тут недавно все-таки я вернулась с мамой в Якиторию. Как мы и ожидали, тут ничего не изменилось практически. Такая же приятная атмосфера и обстановка. 
Все-таки у меня так и...                            читать
                    полностью
",1
"
            Тануки разжирели. Заказывал на дом, цены огромные, а еда настолько мизерная, что просто противно. Заказывал суимоно (суп с водорослями и тофу), получил кофейную чашечку пустой жидкости, ну почти пустой, там плавали 3 кусочка тофу размером с...                            читать
                    полностью
",0
"
            Суп прохладный. Похоже обманывают с объемом напитков.                    ",0
"
            Люблю это заведение, хотя довольно громко сказано - ЗАВЕДЕНИЕ! Но все же! Хотя хочу обратиться к руководству, вдруг вы читаете. После каких-то видимо перестановок, работа КФС стала просто ужасна. Никогда ничего нет, нужно стоять и ждать, и ждать, и...                            читать
                    полностью
",0
"
            Фастфуд. Макдак считается одним из лидеров в этой области, и поскольку я фастфуд очень и очень люблю, то конечно же поехал. Очередь конечно мама дорогая, но когда я узнал, что очереди две и страшнее очередь не в кассы, а на выдачу - это был первый...                            читать
                    полностью
",0
"
            Да, в Шишас с красотками нет проблем. Очень много симпатичных девушек и даже красавиц. Хотя, как вы знаете, не место красит человека, а человек – место) )                    ",1
"
            Отвратительная еда! Никого не слушайте и не ходите! И зачем я только решила составить компанию???                    ",0
"
            Буквально в прошлом месяце открыла для себя эту доставку. Буду заказывать еще, уж очень все приятное по внешнему виду и на вкус. Все, что пробовала, все понравилось. Дети себе тоже пару пицц любимых отметили, так что полет нормальный, пиццы годные.                    ",1
"
            Очень не нравится то, что курящая зона (кальяны) фактически не отделена от некурящей. Да и вообще зал не особо уютный.                    ",0
"
            Сегодня была в Бургер кинге, всё очень вкусно чаще всего я беру чизбургеры. Когда я заказывала мне не хватило 3 руб., спасибо кассиру, помогла мне. Очень хорошее обслуживание.                    ",1
"
            Очень часто заезжаем перекусить. Вкусные Биф Ролл, Филе о Фиш, объеденное мороженое с карамелью и конечно Кока кола. Обслуживают быстро, внимательные кассиры, приятный интерьер и как результат заезжаем все чаще и чаще!                    ",1
"
            Приятное кафе, можно зайти почитать, можно поболтать с подругой или мамой за кружечкой латте и пироженкой. Обслуживание хорошее, цены как и в любой кофейне высокие, но того стоят. Редко прохожу мимо. Минусов даже не могу придумать, все отлично.                    ",1
"
            Котлеты картонные на вкус, булки сухие. Пробивают без спроса кучу соусов, а из чека узнаешь, , что они платные. Плохо.                    ",0
"
            Отличная кофейня, где можно выпить чашку чая или кофе с блинчиками или десертом, ещё здесь подают самый вкусный горячий шоколад, но лучше не берите фирменные блинчики Шоколданица слишком уж они сладкие. Еще можно перекусить салатом или супом. В общем...                            читать
                    полностью
",1
"
            Персонал - ужасный! И грубят, и хамят, и залипают, и не слушают заказ на кассе! Не подсказали с выбором, ни-че-го! Хамы и грубияны. Испортили все впечатление! Даже очереди его так не подпортили, как это хамство. Но! За макфлури с шоколадом и...                            читать
                    полностью
",0
"
            Другие доставки не сравнятся с вашей и дело не в быстроте, а в качестве и вкусе. Еда аппетитно выглядит, всегда свежая и очень вкусная. Нравится многое из вашего меню, особенно воки.                    ",1
"
            Ожидали большего! Бигмаки сухие и не сочные. Обслуживание быстрое, но ожидание заказа растянулось на 15 минут! Во второй раз не пойдем точно!                    ",0
"
            Всегда после того, как с подружкой обновим гардеробчик своим киндерам, заходим в Грабли. Дети все время говорят- пойдем в грабельки))) А всё потому что блюда расположены так что им их хорошо видно и они выбирают - в других местах из-за этого бывает...                            читать
                    полностью
",1
"
            КФС он и в Африке КФС! Везде один и тот же дизайн и меню. Взял тут однажды курицу по-корейски - оказалась адски острой, что невозможно есть. Не знаю кто смог бы это съесть, а вот картошка фри хорошая.                    ",0
"
            Уютная кофейня. Качественное обслуживание, вкусная еда и бесплатный wi-fi.                    ",1
"
            Бываем тут. Вроде все нормально, с обслуживанием и кухней, но в какой раз обращаю внимание, что по залу бегают дети беспризорники какие то, кричат орут, матом да еще, то бомжик, то бабушка (не очень благополучная) ходят по залу и роятся в подносах....                            читать
                    полностью
",0
"
            Мега пеперони отличное решение для большой компании, вообще на комбо наборы советую посмотреть, очень выгодно может выйти.                    ",1
"
            Раньше времени закрываются! Подошел с девушкой поесть 21:45 стоял в очереди впереди меня был один человек, в итоге мне сказали принимать заказы не будем. Я соответственно расстроился пошли в суши, а потом обратили внимание, что там очередь все больше...                            читать
                    полностью
",0
"
            Мега вкусный фруттини, а паста с лососем «пальчики оближешь»!Спасибо.                    ",1
"
            И почему во время беременности так тянет на эту «вкусняшку»?? Что они туда добавляют?                    ",1
"
            Грабли это замечательный ресторан, идеально мне подходит! Залы просторные, дизайн великолепный! Чистенько все, персонал отзывчивый и настроен вполне дружелюбно. Слова грубого от них не слышал. А самое главное - это соотношение качества блюд и их...                            читать
                    полностью
",1
"
            По роду деятельности бываю в других городах. В крупных - приятно удивлен присутствию кафе ""Шоколадница"".                    ",1
"
            Макдональдс есть Макдональдс. Я думаю нет человека, который там ни разу не побывал). Все мы кричим о том, что там вредная еда, но раз в месяц наведываемся туда и устраиваем праздник живота), что касается именно этого заведения, то можно сказать, что...                            читать
                    полностью
",1
"
            Жутко замерз и хотелось настоящего сваренного кофе. Уютное местечко сразу приглянулось. Меню принесли сразу как только плюхнулся в кресло. Чуть не забыл -при входе официанты чуть ли не хором поздоровались.
Ожидание того когда примут заказ наверно не...                            читать
                    полностью
",1
"
            Достаточно приятные официанты, выбивающиеся из общей политики Шоколадницы в отношении персонала, что не может не радовать. Обслуживание быстрое.                    ",1
"
            Вот все говорят, что Макдоналдс - вредно. Почему? Если дома приготовить котлету с жареной картошкой. Еще салатик, нарезать помидорчиков и огурчиков. Все это съесть со свежей белой булочкой. Потом пойти за компьютер и пить там колу. Все это нормально....                            читать
                    полностью
",1
"
            Самая вкусная еда здесь! Все сюда!) )))                    ",1
"
            Ну вот я как и многие из вас побывала в этом ресторане в кавычках. Постояла в очереди и попробовала их значение мак бургер! И поняла, что это не то, чего я ждала от Макдональдса! Ну просто сухие эти бургеры! Картошка, что фри, что по - деревенски...                            читать
                    полностью
",0
"
            Империя пиццы - это мое спасение от голодной смерти. Работаю над одним проектом 24/7, времени не на что нет, а тут всегда теплая еда, по звонку все привозят, я уже меню наизусть знаю.                    ",1
"
            Был и не раз, и не только в этой, а вообще в Шоколадницах.
Всегда нравился интерьер, обслуживание и качество. Все очень вкусно и привлекательно, да дороговато конечно, но раз в месяц позволить посидеть с девушкой можно.                    ",1
" Что меня всегда привлекало в Шоколадницах, так это и интерьеры. Можно было прийти и заказать одно какао, или чайник чая, например и сидеть просто работать… Приятная атмосфера, адекватный контингент, расслабляющая музыка. В купе с прекрасным напитком...  читать  полностью ",1
"
            Ура! Вернули сырные наггетсы с клюквенным соусом, пируем!                    ",1
"
            Хороший уровень обслуживания, вкусная еда, интересный интерьер! Мне там нравится и я всем советую его посетить!                    ",1
"
            Положили ребенку не ту игрушку, попросили их обменять, начали фыркать! Скрепя зубами обменяли! Пока меняли, вытащили гамбургер, или забыли положить его туда!? В Ногинске Биг-Тейсти. Соуса вообще нет!                    ",0
"
            Все вкусно и классно, спасибо за приятное обслуживание и вкусную курочку.                    ",1
"
            Наверное, лучшее заведение в городе с японской кухней. Качество блюд хорошее, обслуживание тоже. Цена, на мой взгляд, дороговата, но она того стоит. В более дешевые заведения лучше вообще не ходить, не тратить зря деньги. А взять эти денежки, купить...                            читать
                    полностью
",1
"
            Я постоянный посетитель маков. Мне там всё нравится. Обслуживающий персонал на высоте, чистенько всё, музыка подходящая играет. Но самое большее, что мне нравится - это наличие бесплатного туалета. Это автоматически ставит это заведение в топ-10...                            читать
                    полностью
",1
"
            Вредная пища конечно, жирная, но очень вкусная. Особенно нравятся молочные коктейли, мороженое, пирожки, кофе-гляссе.                    ",1
"
            Кто не пробовал пасту с чернилами каракатицы, рекомендую. Спаггети с чернилами каракатицы, томаты вяленые, тигровые креветки, базилик, все это с винным сливочным соусом, помидорами черри, сыром пармезан. Пишу и даже слюнки потекли, готова каждый день...                            читать
                    полностью
",1
"
            Всегда много студентов, курят кальян. Место удобное для бизнес-ланча и быстрого перекуса. Вкусные бизнес-ланчи, ягодный десерт, капучино. Официанты шустрые.                    ",1
"
            Очень хорошо, что есть интернет, можно посмотреть, как проехать, минуя пробки!                    ",1
"
            Все мы любим фаст фуд. Макдоналдс это моя любимая сеть фаст фуда. Иногда питаюсь здесь. Обожаю биг мак и картошку фри, хотя это и вредно. Так же тут очень вкусное мороженое. А так цены низкие, персонал доброжелательный интерьер для этих цен хороший....                            читать
                    полностью
",1
"
            Советую попробовать тори тяхан, к нему заказать дополнительный соус тепан. Это перфект вообще. А запивать все это мятным фруктом!                    ",1
"
            Очень давно хотелось суши! Мы весь день гуляли по магазинам и естественно захотели поесть. Пришли сюда. В ресторане очень большой выбор роллов и суши! Единственное - очень долго ждали пока к нам подойдут)). Вкусно приготовили и быстро. Горячий и...                            читать
                    полностью
",1
"
            Случайно заскочили в ""Dominos pizza"", был жуткий дождь, но пицца мало того, что горячая, без слов очень вкусная, насыщенный вкус, аромат и более того не разваливается. Очень приятно кушать, очень приятно, что чувствуются все продукты, которые вложены...                            читать
                    полностью
",1
"
            Безвкусная помойка дешевых ингредиентов. Не стоит и копейки потраченных денег. Впервые встречаю фирму-фастфуд, в сравнении которой ЛЮБЫЕ конкуренты вкуснее на порядок.                    ",0
"
            Что можно сказать? Быстро, вкусно, калорийно. Изредка забегаю взять с собой покушать. В самом заведении не сижу- не уютно и шумно, по мне. Кассиры приветливые, позитивные люди. Никогда не сталкивалась с проблемами в обслуживании. За мой взгляд, самая...                            читать
                    полностью
",1
"
            Макдоналдс, есть Макдоналдс, все здесь как и везде. Народа полно, правда очередь подходит очень быстро. Цены нормальные, как и везде. Меню особо тоже не отличается. Если нужно быстро перекусить, то захожу сюда, быстро, недорого, меню знакомое.                    ",1
"
            До сих пор для меня загадка за какие заслуги над заведением висит вывеска ресторан?? Заходишь сам берешь поднос. Сам наливаешь суп. Сам ищешь хлеб и столовые приборы, и. т. д. Столики старые и стоят очень, очень тесно. Иной раз боишься свернуть чужой...                            читать
                    полностью
",0
"
            По сути, конечно, обычная сетевая кофейня, но есть ""мелочи"", которые позволяют оценить это место высоко - это сервис превосходный! Несмотря на адски раннее время, когда я там бывал (трижды), официантки потрясающе вежливы и на позитиве, причем позитив...                            читать
                    полностью
",1
"
            Самая любимая из сети, с любимым местом в зале. Уютная.                    ",1
"
            В пятницу 28.03.2014 г. заказали у них Микадо-Сет. Роллы оказались несвежими, некоторые даже были кислыми. Рис ужасно слипшийся - и тоже не свежий. Спасибо огромное, что не ОТРАВИЛИ! Надеюсь, что контроль качеством читает иногда отзывы. Теперь...                            читать
                    полностью
",0
"
            Заведение относится к сети фаст-фуда, распространенной во всем мире. Однако нельзя не отметить, что в России фаст-фуд вкуснее и натуральнее, чем в других странах. Попробуйте куриные стрипсы - прямо цельное мясо курицы в особой панировке, рецепт...                            читать
                    полностью
",1
"
            Ради одного ""наливания"" чая стоит сходить, не пожалеете. Да и еда в принципе неплохая, но я не сказала бы, что я в восторге.                    ",1
"
            Возможно дело так обстоит не во всех филиалах, но в том, который разводит по Соколу, это точно.

Являлся постоянным клиентом, заказываю уже более около 2 лет, но более заказывать не планирую, и сейчас объясню почему.
Раньше все было быстро вкусно...                            читать
                    полностью
",0
"
            Заказывала несколько раз пиццу, и каждый раз жду пока мне привезут замену, т. к. пицца подгоревшая либо несвежая.                    ",0
"
            Очень тихо, спокойно и уютно, официанты не хамят, обслуживают быстро.                    ",1
"
            Спасибо кассирам филиала ""KFC"" на Сходненской, в особенности выделяю Сопият, очень старается.                    ",1
"
            Думаю этот фастфуд не нуждается в комментариях. Место где можно быстро, недорого и сытно перекусить за пару минут!                    ",1
"
            Открылся и в нашем Оренбурге ресторан ""Бургер Кинг"". Заказала бургер и не поняла вообще, что я съела, ни вкуса булки, ни котлеты, почувствовала вкус одного салата. Больше ни ногой туда, невкусно!                    ",0
"
            Кажется, это первый, или один из первых ресторанов японской кухни, в который я посетила! Мне там очень нравится. Оригинальный интерьер, располагающий как к встречам с друзьями, так и к деловым встречам. Очень вкусные суши и ролы!                    ",1
"
            Просто красавцы! Приехала сюда. Через три минуты вышла осчастливленная пакетом со вкусной, не полезной едой - быстро, четко, с улыбочкой. Спасибо!                    ",1
"
            Обслуживание плохое. Сделали нам мороженное и положили неправильный сироп. Не захотели его менять! Сдачу дают монетками! Имя официанта Атурбаева Марзиет.
Вдобавок пол грязный и у нас под столом валялся лист салата! Противно было! Плохо, плохо,...                            читать
                    полностью
",0
"
            Сделали заказ суши с доставкой + подарок (дополнительные суши). Быстро связались, быстро доставили. И надеясь, что заказ не проверят (доставляли в офис до КПП) вместо трех гунканов за 147 р. за штуку положили 3 гункана за 69 рублей. Будьте...                            читать
                    полностью
",0
"
            Еда ужасная, сервиса никакого. Ждали официанта 20 минут. Все не свежее. Сёмга вместо тунца - это жесть. Оставили все как есть и ушли. В общем, ехали мимо Бескудниково, надо было дальше мимо ехать. Понадеялись на качество Тануки. 
Другого такого...                            читать
                    полностью
",0
"
            К фастфуду отношусь плохо, но иногда не могу отказать себе в удовольствии заточить в Макдональдсе какую-нибудь вкусняшку). Я думаю мало кто в полном восторге от интерьера или обслуживания в этом ""ресторане"" это просто местечко куда ходят не ради...                            читать
                    полностью
",1
" Нормальное заведение, в принципе все не плохо, но меня очень удивило, когда на кассе, некая азиля спросила у меня паспорт). Мне уже давно не 18 лет и свои права я знаю, а вот с недобросовестным ""сотрудником"" и врушкой надо работать! Она же...  читать  полностью ",0
"
            Не советую посещать сие заведение людям с заболеваниями пищеварения! Очень жирно, остро, солёно, в общем, вредно!                    ",0
"
            Ну, макдак для меня - это способ убить время, если отменили пары, так как находится в торговом центре рядом с университетом) можно выпить кофе с утра перед парами или пообедать (иногда). Дёшево, вкусно и быстро) Ну и приятно, что то, что было не...                            читать
                    полностью
",1
"
            Что здесь готовить умеют, так это блюда из курицы: острые крылышки, нежный шашлычок и пр., все за умеренную плату. То, что у них можно купить пива им в плюс. Очень удивился, что мороженое за смешную цену оказалось неплохим на вкус. Не радует качество...                            читать
                    полностью
",1
"
            Как-то раз заглянул туда, из-за того, что не позавтракал. Не плохо если честно, конечно не шикарно, но на уровне всех фаст-фуд кафе. Понравились некие бургеры, не знаю как они там называются, но очень приятные на вкус.                    ",1
"
            Время 1:44, 13.10.2013 заказала пиццу, привезли быстро, как и обещали. Пицца была не очень вкусной и была сухая. Я постоянно заказываю и встречаю такое первый раз, пришлось съесть, но это было не самое худшее, на следующее утро у меня крутил живот и...                            читать
                    полностью
",0
"
            Еда нормальная, обслуживание хорошее. Единственный минус - музыка была слишком громкой, не слышно людей за столом.                    ",1
"
            Качество еды просто кошмарное! Раньше заказывала все более менее нормально было, последние три раза привозили роллы, внутри которых были куски пакета. Руководство никак не отреагировало, следовательно ничего не изменилось. Не советую заказывать у них...                            читать
                    полностью
",0
" Просто в ужасе (вернулись 1 сентября все голодные, как обычно через приложение оформили заказ. Итог: привезли Через 2. 5 часа, вид и запах сета просто отвратительные. Более заказывать не будем.  ",0
"
            Место нормальное - и туалет, к слову, бесплатный и чисто там всегда.

Быстро и вкусно - их девиз. И он работает.                    ",1
"
            О Тануки до недавнего времени только слышала, а теперь и побывала, оказалось это отличное место чтобы посидеть с подружками и отпраздновать мое ДР. Уютная расслабляющая атмосфера, классная музыка, ну и меню, конечно))) Мне особенно понравился салат с...                            читать
                    полностью
",1
" Ужасное обслуживания, ни в коем случае не кушайте тут.  ",0
"
            Зашёл как-то раз в Бургер, взял пару их гамбургеров - могу сказать, что в отличие от Макдональдса котлеты в них - даже похожи на мясо, цены правда выше.                    ",1
"
            Невозможно дозвониться! Ждал 30 минут, пока примут. Привезли только через 2 часа! Вместо обещанных 30 минут. Мало того - из заказанных 5 позиций привезли только одну пиццу. В итоге от заказа отказался. Не рекомендую обращаться в данную пиццерию! Это...                            читать
                    полностью
",0
"
            Меню в этом ресторане, вроде, обширное, чего только нет. И японское все, что хочешь, и утка, и сибас, и дорада, и стейки. И, вроде, недорого. Но качество, мне кажется, не дотягивает. Последний раз вот утку брал. Сервис тоже странный. Постоянно...                            читать
                    полностью
",0
"
            Думаю, что частое посещение этого ресторана существенно подорвет Ваше здоровье. Однако раз в год отвести туда детей было бы не плохо, так как это запомнится им надолго. Персонал дружный и слаженный. Удачи в бизнесе.                    ",1
"
            Кассир. Кириллова Мария 
Дата. 11.04.2015 
Время. 16.31 
Док. номер 050977
Сервис док номер 0023
Касса 05 
СПб, пр. Науки д 15, корп 1.                    ",1
"
            Лучшее место, куда можно сводить девушку. Люблю тебя Макдак.                    ",1
"
            Ресторан Якитория, это прекрасное место, где можно отдохнуть и провести приятный вечер в компании друзей или с семьей. Конечно цены здесь очень высокие, но и качество блюд и обслуживание тоже высокое, за такое обслуживание я готов платить.                    ",1
"
            Когда приезжают гости, часто заказываем пиццу. Потому что обычно они без предупреждения заезжают. Всегда голодные и хотят что-то скушать. Доставка выручает, пока пообщаемся немного, пиццу уже доставляют, обычно без опозданий. Берем Комбо 2, тут...                            читать
                    полностью
",1
"
            Шримп-ролл - ничего особенного, вкус едва уловимый, а стоит 130 р.                    ",0
"
            В Москве Макдональдс встечается очень часто, и не зря. Всегда много народу, желающих перекусить. На самом деле очень удобно! Я вот люблю покупать молочные коктейли и биг-тейсти. Широкий ассортимент - выбирай на вкус!                    ",1
"
            Обожаю биг тейсти! Всегда попадаю в час пик поэтому ненавижу тамошние очереди) так как слежу за фигурой приходится посещать его раз в месяц ( ( ( от этого все становится в сто раз вкуснее! В общем если нельзя, но очень хочется - то можно)))                    ",1
"
            От интерьера не в восторге - скромно, тесно, мебель деревянная, эконом - вариант, неудобные стулья. Суши понравились, порции нормальные, вкусно. В бщем, решили в следующий раз использовать такой выход как заказ суши на дом! В этот ресторан больше не...                            читать
                    полностью
",0
"
            Чай на вынос готовят, по времени, как 5 порций кофе. Незачет.                    ",0
"
            Хороший вариант для того, чтобы недорого перекусить. Приветливый персонал, обслуживают очень быстро. Сэндвичи здесь, правда, не очень нравятся, в Макдональдсе, на мой взгляд, вкуснее. Нравятся острые крылья, а также курица кусками - довольно вкусно и...                            читать
                    полностью
",1
"
            В ресторане очень вкусно готовят, порции большие, цены очень приемлемые. Часто приходим с коллегами по работе посидеть, поговорить, пообщаться по душам - очень даже!                    ",1
"
            Думал не писать, да почитал отзывы, в том числе и бывших сотрудников. Ну, что ж, расскажу о себе.

Устроился я в БК в октябре 2013 года, на должность менеджера. Слышите, да, менеджера))) Первое, что смутило меня при собеседовании, это...                            читать
                    полностью
",0
"
            Очень довольна и не только, но и моя семья! Отличное меню, блюдо найдётся каждому по вкусу! Отличная система скидок, проверено! Подарки очень радуют, а также различные акции! С доставкой тоже никогда не было проблем! Если оператор сказал, что заказ...                            читать
                    полностью
",1
"
            Очередь уже в 6 утра выстраивается. Это ее надо с 4, что ли занимать? Всем так завтраки нравятся?                    ",1
"
            Здравствуйте, хочу поделиться своими эмоциями по поводу данного заведения, на самом деле, готовят очень вкусно, но есть большое но - это очередь, такое ощущение, что Макдональс в СССР в девяностых. Заходишь, смотришь на эту очередь, и все желание...                            читать
                    полностью
",0
"
            Ресторан KFC Югра628624, Ханты-Мансийская Автономный округ-Югра АО г. Нижневартовск, ул. Кузоваткина, 13 КПП 860345004. код АТ 74020674. Кассир Воробьев Максим дата 08.07.2015 Док.№ 001604 Касса № 1 Время 20:14 Сервис. док.№0164. Спасибо, что открыли...                            читать
                    полностью
",1
"
            Кто бы, что не говорил, а латте здесь вкусный! Вкуснее McD.                    ",1
"
            Очень хотелось бы поделиться с Вами впечатлениями о ресторане быстрого питания. Лично мне по душе еда, которую здесь готовят. особенно нравится уголок домашней кухни с супами, чебуреками и пирожками. Да и сэндвичи у них сейчас появились интересные....                            читать
                    полностью
",1
